"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"	10";10;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"	12";12;1
"	12";12;1
"	12";12;1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"9	2";"9	";1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	10";10;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"	2	";14;2
"	2	";14;2
"	2	";14;2
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"	2	";14;2
"8	2";"8	";1
"8	2";"8	";1
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"	2	";14;2
"8	2";"8	";1
"	2	";14;2
"8	2";"8	";1
"	2	";14;2
"	2	";14;2
"8	2";"8	";1
"8	2";"8	";1
"8	2";"8	";1
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"3	2";"3	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"4	2";"4	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	2	";14;2
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	11";11;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	12";12;1
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"	1	";13;2
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"7	2";"7	";1
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"	3	";15;2
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"5	2";"5	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
"6	2";"6	";1
